           Tabelle di saturazione dell'acqua                                              Tratto da VDI Atlas/ed. Verein Deutscher Ingenieure. - Düsseldorf: VDI-Verl.,1993



                       liquido saturo                    vapore saturo   liquido saturo                            vapore saturo           liquido saturo                      vapore saturo
P (bar)     T (°C)     vL (m^3/kg)       vv-vL (m^3/kg)    vv (m^3/kg)      hL (kJ/kg) hv–hL (kJ/kg)                   hv (kJ/kg)   sL (kJ/kgK) sv–sL (kJ/kgK)                    sv (kJ/kgK)
0.00611,0.01,0.0010002,206.1619,206.1629,0.0,2501.6,2501.6,0.0000,9.1575,9.1575
0.01,6.98,0.0010001,129.2097,129.2107,29.3,2485.0,2514.4,0.1060,8.8706,8.9767
0.02,17.51,0.0010012,67.0106,67.0116,73.5,2460.2,2533.6,0.2606,8.4640,8.7246
0.03,24.10,0.0010027,45.6690,45.6700,101.0,2444.6,2545.6,0.3543,8.2242,8.5785
0.04,28.98,0.0010040,34.8023,34.8033,121.4,2433.1,2554.5,0.4225,8.0530,8.4755
0.05,32.90,0.0010052,28.1935,28.1945,137.8,2423.8,2561.6,0.4763,7.9197,8.3960
0.06,36.18,0.0010064,23.7396,23.7406,151.5,2416.0,2567.5,0.5209,7.8103,8.3312
0.07,39.03,0.0010074,20.5294,20.5304,163.4,2409.2,2572.6,0.5591,7.7176,8.2767
0.08,41.54,0.0010084,18.1028,18.1038,173.9,2403.2,2577.1,0.5926,7.6370,8.2295
0.09,43.79,0.0010094,16.2024,16.2034,183.3,2397.9,2581.1,0.6224,7.5657,8.1881
0.10,45.83,0.0010102,14.6727,14.6737,191.8,2392.9,2584.8,0.6493,7.5018,8.1511
0.15,54.00,0.0010140,10.0211,10.0221,226.0,2373.2,2599.2,0.7549,7.2544,8.0093
0.20,60.09,0.0010172,7.6482,7.6492,251.5,2358.4,2609.9,0.8321,7.0773,7.9094
0.25,64.99,0.0010199,6.2030,6.2040,272.0,2346.4,2618.3,0.8933,6.9390,7.8323
0.30,69.13,0.0010223,5.2280,5.2290,289.3,2336.1,2625.4,0.9441,6.8254,7.7695
0.35,72.71,0.0010245,4.5245,4.5255,304.3,2327.2,2631.5,0.9878,6.7288,7.7166
0.40,75.89,0.0010265,3.9922,3.9932,317.7,2319.2,2636.9,1.0261,6.6448,7.6709
0.45,78.74,0.0010284,3.5751,3.5761,329.6,2312.0,2641.7,1.0603,6.5703,7.6306
0.50,81.35,0.0010301,3.2391,3.2401,340.6,2305.4,2646.0,1.0912,6.5035,7.5947
0.60,85.95,0.0010333,2.7307,2.7317,359.9,2293.6,2653.6,1.1455,6.3872,7.5327
0.70,89.96,0.0010361,2.3637,2.3647,376.8,2283.3,2660.1,1.1921,6.2883,7.4804
0.80,93.51,0.0010387,2.0859,2.0869,391.7,2274.0,2665.8,1.2330,6.2022,7.4352
0.90,96.71,0.0010412,1.8681,1.8691,405.2,2265.6,2670.9,1.2696,6.1258,7.3954
1.00,99.63,0.0010434,1.6927,1.6937,417.5,2257.9,2675.4,1.3027,6.0571,7.3598
1.01325,100.00,0.0010437,1.6720,1.6730,419.1,2256.9,2676.0,1.3069,6.0485,7.3554
1.20,104.81,0.0010476,1.4271,1.4281,439.4,2244.1,2683.4,1.3609,5.9375,7.2984
1.40,109.32,0.0010513,1.2352,1.2363,458.4,2231.9,2690.3,1.4109,5.8356,7.2465
1.60,113.32,0.0010547,1.0900,1.0911,475.4,2220.9,2696.2,1.4550,5.7467,7.2017
1.80,116.93,0.0010579,0.97612,0.9772,490.7,2210.8,2701.5,1.4944,5.6677,7.1622
2.00,120.23,0.0010608,0.88434,0.8854,504.7,2201.6,2706.3,1.5301,5.5967,7.1268
2.50,127.43,0.0010676,0.71733,0.7184,535.4,2181.0,2716.4,1.6072,5.4448,7.0520
3.00,133.54,0.0010735,0.60446,0.6055,561.4,2163.2,2724.7,1.6717,5.3192,6.9909
3.50,138.88,0.0010789,0.52289,0.5240,584.3,2147.3,2731.6,1.7273,5.2118,6.9392
4.00,143.63,0.0010839,0.46112,0.4622,604.7,2132.9,2737.6,1.7764,5.1179,6.8943
4.50,147.92,0.0010885,0.41264,0.4137,623.2,2119.7,2742.9,1.8204,5.0342,6.8547
5.00,151.85,0.0010928,0.37357,0.3747,640.1,2107.4,2747.5,1.8604,4.9588,6.8192
6.00,158.84,0.0011009,0.31436,0.3155,670.4,2085.0,2755.5,1.9308,4.8267,6.7575
7.00,164.96,0.0011082,0.27157,0.2727,697.1,2064.9,2762.0,1.9918,4.7134,6.7052
8.00,170.41,0.0011150,0.23915,0.2403,720.9,2046.5,2767.5,2.0457,4.6139,6.6596
9.00,175.36,0.0011213,0.21370,0.2148,742.6,2029.5,2772.1,2.0941,4.5251,6.6192
10.00,179.88,0.0011274,0.19317,0.1943,762.6,2013.6,2776.2,2.1382,4.4447,6.5828
11.00,184.06,0.0011331,0.17626,0.1774,781.1,1991.6,2779.7,2.1786,4.3712,6.5498
12.00,187.96,0.0011386,0.16207,0.1632,798.4,1984.3,2782.7,2.2160,4.3034,6.5194
13.00,191.60,0.0011438,0.15000,0.1511,814.7,1970.7,2785.4,2.2509,4.2404,6.4913
14.00,195.04,0.0011489,0.13958,0.1407,830.1,1957.7,2787.8,2.2836,4.1815,6.4651
15.00,198.28,0.0011538,0.13052,0.1317,844.6,1945.3,2789.9,2.3144,4.1262,6.4406
16.00,201.37,0.0011586,0.12254,0.1237,858.5,1933.2,2791.7,2.3436,4.0740,6.4176
17.00,204.30,0.0011633,0.11548,0.1166,871.8,1921.6,2793.4,2.3712,4.0246,6.3958
18.00,207.11,0.0011678,0.10916,0.1103,884.5,1910.3,2794.8,2.3976,3.9776,6.3751
19.00,209.79,0.0011723,0.10350,0.1047,896.8,1899.3,2796.1,2.4227,3.9327,6.3555
20.00,212.37,0.0011766,0.0983724,0.099549,908.6,1888.7,2797.2,2.4468,3.8899,6.3367
25.00,223.94,0.0011972,0.0787178,0.079915,961.9,1839.0,2800.9,2.5542,3.6994,6.2537
30.00,233.84,0.0012163,0.0654157,0.066632,1008.3,1794.0,2802.3,2.6455,3.5383,6.1838
35.00,242.54,0.0012345,0.0557935,0.057028,1049.7,1752.2,2802.0,2.7252,3.3976,6.1229
40.00,250.33,0.0012521,0.0484969,0.049749,1087.4,1712.9,2800.3,2.7965,3.2720,6.0685
45.00,257.41,0.0012691,0.0427659,0.044035,1122.1,1675.6,2797.7,2.8612,3.1579,6.0191
50.00,263.92,0.0012858,0.0381392,0.039425,1154.5,1639.7,2794.2,2.9207,3.0528,5.9735
55.00,269.94,0.0013023,0.0343217,0.035624,1184.9,1605.0,2789.9,2.9758,2.9551,5.9309
60.00,275.56,0.0013187,0.0311143,0.032433,1213.7,1571.3,2785.0,3.0274,2.8633,5.8907
65.00,280.83,0.0013350,0.0283790,0.029714,1241.2,1538.3,2779.5,3.0760,2.7766,5.8526
70.00,285.80,0.0013514,0.0260166,0.027368,1267.5,1506.0,2773.4,3.1220,2.6941,5.8161
75.00,290.51,0.0013678,0.0239552,0.025323,1292.7,1474.1,2766.9,3.1658,2.6152,5.7810
80.00,294.98,0.0013843,0.0221367,0.023521,1317.2,1442.7,2759.9,3.2077,2.5393,5.7470
85.00,299.24,0.0014010,0.0205220,0.021923,1340.8,1411.6,2752.4,3.2480,2.4661,5.7141
90.00,303.31,0.0014179,0.0190751,0.020493,1363.8,1380.8,2744.6,3.2867,2.3952,5.6820
95.00,307.22,0.0014351,0.0177709,0.019206,1386.2,1350.2,2736.3,3.3242,2.3264,5.6506
100.00,310.96,0.0014526,0.0169574,0.018410,1408.1,1319.7,2727.7,3.3606,2.2592,5.6198
110.00,318.04,0.0014887,0.0145183,0.016007,1450.6,1258.8,2709.3,3.4304,2.1292,5.5596
120.00,324.64,0.0015267,0.0127583,0.014285,1491.7,1197.5,2689.2,3.4971,2.0032,5.5003
130.00,330.81,0.0015671,0.0112329,0.012800,1531.9,1135.1,2667.0,3.5614,1.8795,5.4409
140.00,336.63,0.0016105,0.0098875,0.011498,1571.5,1070.9,2642.4,3.6241,1.7564,5.3804
150.00,342.12,0.0016578,0.0086852,0.010343,1610.9,1004.2,2615.1,3.6857,1.6323,5.3180
160.00,347.32,0.0017102,0.0075997,0.0093099,1650.4,934.5,2584.9,3.7470,1.5063,5.2533
170.00,352.26,0.0017695,0.0066026,0.0083721,1691.6,860.0,2551.6,3.8106,1.3749,5.1856
180.00,356.96,0.0018399,0.0056574,0.0074973,1734.8,779.0,2513.9,3.8766,1.2362,5.1127
190.00,361.44,0.0019262,0.0047497,0.0066759,1778.7,691.8,2470.5,3.9430,1.0900,5.0330
200.00,365.71,0.0020374,0.0038371,0.0058745,1826.6,591.6,2418.2,4.0151,0.9259,4.9410
210.00,369.79,0.0022018,0.0028207,0.0050225,1886.3,461.2,2347.5,4.1040,0.7172,4.8222
220.00,373.78,0.0026675,0.0010672,0.0037347,2010.3,186.3,2196.6,4.2934,0.2881,4.5814
221.20,374.15,0.0031700,0.0000000,0.0031700,2107.4,0.0,2107.4,4.4429,0.0000,4.4429
           Tabelle di saturazione dell'acqua                                              Tratto da VDI Atlas/ed. Verein Deutscher Ingenieure. - Düsseldorf: VDI-Verl.,1993



                       liquido saturo                    vapore saturo   liquido saturo                            vapore saturo           liquido saturo                      vapore saturo
3,33
